,quantity,month,city,평균기온(°C),일강수량(mm),일 최심신적설(cm),최대 순간 풍속(m/s),최저 해면기압(hPa),,합계 일조 시간(hr)
8323,68300,12,순창군,7.3,0,0,3.7,1022.3,,2.7
8324,54850,12,순창군,8.6,0,0,4.3,1021,,6.8
8325,37650,12,순창군,8.1,3.5,0,3.6,1017.4,,0
8326,26950,12,순창군,7.1,1.5,0,11.7,1017.7,,3
8327,20800,12,순창군,0.9,14.5,0,14,1017.7,,3.7
8328,40750,12,순창군,-3.4,7.6,0,11.1,1023.7,,8.2
8329,34350,12,순창군,-2.5,0,0,5.6,1032.1,,4.4
8330,51350,12,순창군,0.6,0,0,3.3,1032.9,,7.7
8331,70200,12,순창군,1.4,1.5,0,2.7,1027.1,,0
8332,78250,12,순창군,3.4,1.5,0,7.7,1024.9,,2.6
8333,33850,12,순창군,4.2,0,0,2.6,1024.6,,6.1
8334,38200,12,순창군,6.1,3.5,0,9.7,1020.4,,0
8335,33750,12,순창군,2.9,0,0,9.5,1018.5,,5.5
8336,38750,12,순창군,0.4,0,0,8.1,1020.9,,8.4
8337,38750,12,순창군,2.2,0,0,8.2,1019,,6.2
8338,42650,12,순창군,-1.4,0,0,8.3,1024.6,,8.2
8339,66650,12,순창군,-3,0,0,7.4,1032.6,,5.9
8340,34650,12,순창군,-2.5,0,0,9.9,1031.7,,8.3
8341,23750,12,순창군,-1,0,0,4.2,1027.9,,6.8
8342,40650,12,순창군,1,1,0,9.3,1028.2,,6.7
5099,3750,10,순천,16,0,0,7.6,1018,,10.4
5100,8450,10,순천,14.8,0,0,4.8,1017.3,,8.8
5101,50550,10,순천,15.5,0,0,6.1,1016.4,,8.3
5102,36700,10,순천,15.2,0,0,4.7,1017.8,,8
5103,109800,10,순천,15.1,0,0,6,1017.2,,9.6
5104,451200,10,순천,15.3,0,0,4.7,1014.3,,10
5105,587050,10,순천,16.2,0,0,5.1,1014.4,,9.5
5106,633200,10,순천,16.1,0,0,6.3,1015.9,,8.8
5107,812650,10,순천,15.7,0,0,5.2,1018.4,,7
5108,826800,10,순천,16,0,0,5.9,1016.7,,6
5109,1103650,10,순천,15.1,0,0,8.9,1016.5,,5
5110,1073850,10,순천,13.7,0,0,6.3,1020.8,,7.5
5111,1013600,10,순천,12.4,0,0,7.8,1016.7,,8.1
5112,1076850,10,순천,12.9,16,0,9.8,1008.1,,3.2
5113,1253000,10,순천,9.8,0,0,8.7,1017.2,,8.8
5114,1364300,10,순천,10.6,0,0,9.6,1020,,7.9
5115,1975950,10,순천,8.4,0,0,10,1023.2,,9.3
5116,3279050,10,순천,7.5,0,0,9.1,1026.4,,9.8
5117,1242300,11,순천,6.7,0,0,4,1022.9,,0
5118,1446750,11,순천,9.4,0,0,8.9,1020.6,,7.2
5119,1443800,11,순천,11.4,0,0,7.2,1025.5,,9.6
5120,1490850,11,순천,9.4,0,0,4.9,1025.7,,7.5
5121,1521650,11,순천,13.1,0,0,6,1022.1,,6.8
5122,1414000,11,순천,14,3,0,7.4,1023,,3.2
5123,1326150,11,순천,14.1,31,0,4.6,1016.5,,0
5124,2233700,11,순천,16.3,8.5,0,6.6,1013.6,,0.3
5125,1925450,11,순천,13.5,2,0,7.3,1015.1,,0
5126,1625150,11,순천,11,0,0,9,1019.8,,8.9
5127,1581000,11,순천,10.6,0,0,5.7,1025.4,,5.1
5128,1536250,11,순천,12.8,0,0,12.6,1026,,6.7
5129,1367450,11,순천,12,21.5,0,7.8,1013.7,,0
5130,1887600,11,순천,14.6,1,0,6.7,1011.9,,0
5131,2090400,11,순천,13.5,0,0,7.6,1016.7,,7.9
5132,1629800,11,순천,12.5,16,0,3.5,1014.6,,0
5133,1930800,11,순천,15.5,0.1,0,5.8,1014.2,,1.4
5134,1601600,11,순천,13,17,0,6,1014.6,,0
5135,1851050,11,순천,10.9,0.5,0,4,1020.7,,0
5136,1781550,11,순천,11.5,0.1,0,7.9,1020.9,,5.2
5137,1735900,11,순천,8.5,0,0,4,1023.7,,1
5138,2268850,11,순천,10.2,0,0,5.7,1024.1,,2.2
5139,1939000,11,순천,11.1,1.5,0,7.5,1021.3,,0
5140,1775150,11,순천,10.6,0,0,6.9,1021.1,,4.9
5141,1559400,11,순천,6.3,11,0,8.5,1016.5,,0.1
5142,1532750,11,순천,0.9,6,0,12.2,1015,,2.5
5143,1679700,11,순천,1.5,1.5,0,6.5,1019.3,,0.6
5144,2089250,11,순천,3.1,0,0,7.4,1028,,6.7
5145,2163950,11,순천,5.1,0,0,4.4,1024.1,,5.5
5146,1995750,11,순천,7,0.1,0,8.1,1021.9,,5.7
5147,1858200,12,순천,5,0,0,5.9,1023.1,,8.7
5148,1801550,12,순천,6.9,3,0,11,1011.9,,0
5149,1710100,12,순천,3.8,2.5,0,15,1013.5,,2.8
5150,1989800,12,순천,2.2,1.5,0,8.8,1018.4,,1
5151,1942950,12,순천,4.5,0,0,11.1,1023.8,,2
5152,2409850,12,순천,4.1,0,0,5.9,1025.2,,2.4
5153,2089050,12,순천,3.3,0,0,6.4,1026.6,,8.8
5154,1858950,12,순천,4.1,0,0,6.6,1029.5,,8.8
5155,1857250,12,순천,6.6,0,0,5.2,1026.1,,3.6
5156,1628900,12,순천,9.9,23,0,4.9,1008.2,,0
5157,1991000,12,순천,7.7,3.5,0,9.3,1008,,0.1
5158,2403550,12,순천,7.6,0,0,4.3,1021.6,,4.5
5159,2597450,12,순천,8.1,0,0,7.4,1020.3,,5.5
5160,1770450,12,순천,8.1,6,0,3.2,1017.3,,0
5161,1907600,12,순천,7.5,0.3,0,10.2,1015.8,,1.8
5162,1555300,12,순천,2.3,1,0,13.9,1016.6,,5.3
5163,1559000,12,순천,-1.5,0.1,0,10.6,1021.7,,8.7
5164,1670400,12,순천,0.6,0,0,11.2,1030.5,,8.7
5165,1706500,12,순천,1.2,0,0,4.1,1031.9,,8.7
5166,2056750,12,순천,3.8,2,0,5.1,1026,,0
5167,2035500,12,순천,5,2,0,8.2,1024.2,,2.5
5168,1643850,12,순천,5.2,0.5,0,6,1024.1,,7
5169,1666800,12,순천,8.1,4.5,0,5.5,1019,,0
5170,1497450,12,순천,5.5,0,0,9.8,1016.5,,7.3
5171,1938250,12,순천,1.3,0,0,9.5,1019.6,,8.7
5172,1841450,12,순천,2.5,0,0,7.4,1018.2,,5.4
5173,1842300,12,순천,0.8,0,0,11,1023.7,,8.5
5174,1638300,12,순천,-0.9,0,0,11.2,1030.7,,7.9
5175,1639950,12,순천,-0.2,0,0,9.1,1030.4,,8.7
5176,1697750,12,순천,0,0,0,6.8,1027,,7.4
5177,1678900,12,순천,1.9,0.7,0,9.9,1027.3,,7.1
2909,548100,1,안동,-6.7,0,0,11.9,1018.9,,9.1
2910,550000,1,안동,-4.6,0,0,13.6,1020.8,,9.1
2911,586400,1,안동,-3.9,0,0,8.4,1019.8,,9.3
2912,724650,1,안동,0.8,0,0,5.8,1015.7,,7.3
2913,610200,1,안동,1.6,0.1,0,3.8,1011,,6.3
2914,487800,1,안동,0.9,3,0,11,1008.1,,9
2915,530400,1,안동,-4.7,0,0,7.7,1018,,9.2
2916,510900,1,안동,-5,0,0,9.1,1022.6,,9.2
2917,484600,1,안동,-2.3,0,0,14.6,1022.1,,9
2918,526700,1,안동,0.2,0,0,10.1,1021.4,,9.5
2919,661400,1,안동,-0.3,0.1,0.1,13.6,1019.4,,8.7
2920,595600,1,안동,-2.3,0,0,4.9,1028.1,,9.5
2921,515600,1,안동,-1.4,0,0,4.6,1031.7,,8.5
2922,521650,1,안동,1.3,0,0,3,1022.6,,1.2
2923,568350,1,안동,1.6,0,0,3.6,1019.8,,5.3
2924,472000,1,안동,-0.2,0,0,10.9,1016.7,,2.9
2925,513900,1,안동,-1.8,0,0,11,1019.1,,9.4
2926,661000,1,안동,-1.8,0.2,1,8.3,1016.8,,8.8
2927,636350,1,안동,1.4,1.5,1.9,11.6,1016.6,,8.6
2928,545800,1,안동,-0.7,0,0,3.8,1025.9,,8.9
2929,516450,1,안동,1.8,1,0,3.2,1018.6,,1.2
2930,508050,1,안동,2.1,3,0,5,1016.8,,1.3
2931,530750,1,안동,-0.7,0,0,7.2,1020.9,,7
2932,598650,1,안동,0.3,0,0,6.9,1023.7,,9.4
2933,651300,1,안동,1.1,3.5,0,3.8,1022.8,,2.2
2934,591400,1,안동,4.5,2,0,6.4,1016.6,,1.8
2935,541250,1,안동,0.8,0,0,8.9,1019,,9
2936,450800,1,안동,-2.8,0,0,6.9,1024.8,,8.5
2937,523150,1,안동,-0.7,0.5,0.4,3.9,1024,,1
2938,485150,1,안동,-0.5,0.9,1.6,12.1,1021,,9.5
2939,528050,1,안동,-3.3,0,0,5.7,1027.5,,9.8
2940,649650,2,안동,-3.2,0,0,3.7,1030,,9.7
2941,621050,2,안동,-1.7,0,0,3.9,1029,,8.6
2942,472800,2,안동,-0.5,0,0,4.7,1026.1,,6.6
2943,474350,2,안동,-0.2,0,0,6.7,1018.7,,8.3
2944,504200,2,안동,0.5,0,0,7.5,1019.9,,8.3
2945,425750,2,안동,0.6,0,0,8.1,1022.8,,9.6
2946,531900,2,안동,0.8,0,0,9.5,1018,,7.7
2947,489100,2,안동,-5.3,0,0,13.7,1017.1,,9.9
2948,502950,2,안동,-5.2,0,0,15.4,1022,,9.5
2949,657650,2,안동,3,0,0,10.9,1013.5,,8.6
2950,502150,2,안동,3.9,0,0,9.9,1010.3,,7.1
2951,563500,2,안동,-0.2,0,0,13.1,1009.6,,10
2952,506700,2,안동,-1.2,0,0,10.1,1016.4,,10.1
2953,600050,2,안동,1,0,0,9.6,1019.3,,8.9
2954,752400,2,안동,4.3,0,0,9.6,1019.8,,5.5
2955,629050,2,안동,3.4,10.5,0,5.6,1014.1,,2.6
2956,894950,2,안동,2.5,0.2,0,10,1013.3,,7.5
2961,738950,2,안동,6.5,0.5,0,12,1012.5,,6.7
2962,727700,2,안동,2.5,0,0,8.7,1016.8,,6.7
2963,621150,2,안동,2.7,0,0,7,1015.9,,9.2
2964,536100,2,안동,5.1,0,0,6.1,1016.4,,8.2
2965,539100,2,안동,2.7,0,0,15,1014.5,,7.5
2966,597300,2,안동,-0.8,0,0,9.8,1021.1,,10.3
2967,590850,2,안동,0.9,0,0,6.8,1022.6,,3.1
2968,586700,3,안동,2.2,2,3.3,10,1015.6,,7.6
2969,644850,3,안동,3,0,0,6.6,1015.9,,10.6
2970,588350,3,안동,2.9,0,0,9.8,1009.2,,1.8
2971,543100,3,안동,-0.7,0,0,14.9,1011.5,,10.8
2972,550400,3,안동,0.1,0,0,7.1,1023.9,,10.5
2973,496800,3,안동,3.1,0,0,6.4,1020.8,,10.6
2974,512150,3,안동,4.6,0,0,5.8,1020.2,,10.8
2975,739600,3,안동,6.1,0,0,7.2,1019.5,,8.9
2976,582450,3,안동,4.4,0,0,13.9,1013.8,,8.8
2977,511300,3,안동,-2.8,0,0,13.8,1019.3,,11.3
2978,509750,3,안동,1.4,0,0,16.7,1014.7,,8.7
2979,474750,3,안동,2.9,0,0,10.8,1016.1,,11.1
2980,494950,3,안동,4.1,1,1.2,10.3,1016.4,,7.1
2981,475600,3,안동,4.2,0,0,6.1,1021.3,,9.7
2982,664400,3,안동,6.9,0,0,7.8,1018.3,,10.3
2983,674900,3,안동,8.7,0,0,4.8,1016.6,,10.9
2984,551450,3,안동,11.7,0,0,8,1014,,7.5
2985,367700,3,안동,8.8,32,0,6.1,1009.6,,2.3
2986,713100,3,안동,12.3,0.3,0,4.8,1010.5,,9.1
2987,579800,3,안동,13,0,0,5.4,1014.2,,8.2
2988,563800,3,안동,11.9,0,0,10.2,1011.7,,10.6
2989,561850,3,안동,9.4,0,0,15.1,1015.5,,11
2990,527650,3,안동,5.2,0,0,12.9,1020.4,,11.5
2991,482050,3,안동,5.1,0,0,8.1,1027.5,,11.6
2992,531450,3,안동,6.2,0,0,6,1031.4,,11.7
2993,454400,3,안동,8.7,0,0,7.7,1027.8,,11.8
2994,486350,3,안동,10.2,0,0,8.6,1021.1,,10.7
2995,549250,3,안동,11.7,0,0,10.5,1012.7,,11.4
2996,689350,3,안동,13,0,0,6.8,1014.2,,10.3
2997,613650,3,안동,14.3,0,0,7.2,1014.3,,11
2998,385650,3,안동,12,4,0,3.3,1013,,1.2
2999,476600,4,안동,9.8,2,0,6.8,1011.9,,2.1
3000,502450,4,안동,10.9,0.5,0,6.2,998.4,,1.4
3001,503700,4,안동,14.1,2.5,0,12,996.3,,8.3
3002,489800,4,안동,9.3,9.5,0,11,1014.3,,6.7
3003,614750,4,안동,8.9,6,0,4.6,1013.5,,0.2
3004,614900,4,안동,10.6,1.5,0,7.1,1014.7,,0.2
3005,436750,4,안동,7,0,0,8.2,1021.3,,0.5
3006,444650,4,안동,6.4,0,0,6.1,1024.8,,3.1
3007,463550,4,안동,8.4,0,0,6.7,1021.7,,11.1
3008,484250,4,안동,10.3,0,0,8,1019,,10.7
3009,583050,4,안동,11.3,0,0,9.8,1022.3,,11.6
3010,575750,4,안동,10.3,0,0,9.4,1024.3,,3.4
3011,506000,4,안동,9.6,3,0,9.6,1012.5,,0.3
3012,514850,4,안동,9.6,11.5,0,6,1003.8,,5.4
3013,559550,4,안동,11.5,0.5,0,11.1,1006,,8.7
3014,378700,4,안동,11,4,0,17,1001.7,,7.8
3015,580900,4,안동,12,0,0,10,1013.2,,12.1
3016,495600,4,안동,13.5,0,0,4.8,1012.6,,6.4
3017,477300,4,안동,13.4,10,0,6.6,1003.7,,0.2
3018,562650,4,안동,10.7,12,0,5.6,1001.9,,0.2
3019,596350,4,안동,13.4,0,0,6.3,1012.6,,8.2
3020,453650,4,안동,14,0,0,8.2,1014.8,,8.8
3021,454950,4,안동,15.3,0,0,8.3,1016.7,,10.8
3022,488450,4,안동,16.8,0,0,8.3,1014.6,,10.9
3023,544150,4,안동,16.1,0,0,10.3,1015.7,,12.5
3024,606600,4,안동,19.1,0,0,10.9,1014,,12.5
3025,548400,4,안동,20.7,0,0,8.7,1011.9,,12.1
3026,478950,4,안동,18.1,2.5,0,6.9,1011,,7.5
3027,439900,4,안동,16.1,1,0,6.4,1012.6,,0.1
3028,446550,4,안동,18.4,0,0,5.9,1011.3,,6.2
3029,582300,5,안동,20.8,0,0,5.6,1009.8,,10.8
3030,558300,5,안동,21.4,0,0,8.4,1008.8,,10.8
3031,525000,5,안동,17.8,4,0,6.6,1005.6,,0.1
3032,510600,5,안동,17.2,0,0,13.7,1004.8,,11
3033,606750,5,안동,15,0,0,8.2,1006.9,,12.8
3034,480200,5,안동,15.3,0,0,6.3,1009,,7.4
3035,458750,5,안동,17,0,0,8.4,1008.7,,11.9
3036,399900,5,안동,18,0,0,7.1,1010.1,,9.7
3037,544050,5,안동,18.9,0,0,7.5,1008.3,,10.9
3038,624800,5,안동,15.8,0,0,10.9,1015.5,,11.9
3039,465200,5,안동,17.4,6.5,0,10.1,1002.2,,6.3
3040,466450,5,안동,16.3,14,0,15,998.1,,10.2
3041,486450,5,안동,20.2,0,0,15.5,1001.2,,12.7
3042,548000,5,안동,21.3,0,0,6.6,1004.2,,12
3043,489400,5,안동,21.4,0,0,6.4,1005.9,,1.7
3044,516200,5,안동,19.5,0,0,8.6,1006.4,,11.4
3045,640300,5,안동,18.5,0,0,6.7,1007.8,,12.7
3046,583550,5,안동,16.5,0,0,5.9,1001.6,,2.5
3047,458500,5,안동,18.2,0.1,0,9.2,1002.2,,12.4
3048,481900,5,안동,16.7,0,0,8,1005.4,,12.9
3049,489900,5,안동,18.6,0,0,8.6,1010.7,,13
3050,559350,5,안동,21.6,0,0,8.6,1009.9,,11.6
3051,483950,5,안동,21,0,0,7.8,1006.9,,13
3052,558300,5,안동,20.9,0,0,5.8,1004.4,,13.1
3053,688750,5,안동,21.8,0,0,5.5,1005,,13
3054,565700,5,안동,23,0,0,7.3,1007,,13
3055,530100,5,안동,23,0,0,6.1,1006.5,,13.1
3056,506700,5,안동,23.2,0,0,6.2,1006.3,,9.7
3057,472000,5,안동,23.5,0,0,6.3,1003.6,,11.6
3058,476800,5,안동,18.9,1.5,0,4.8,1001.7,,3.2
3059,708600,5,안동,20.5,0,0,7.3,1005.5,,10.2
3060,564850,6,안동,21.8,0,0,6.4,1007.2,,12.4
3061,480400,6,안동,23.1,0,0,8,1003.8,,7.7
3062,525050,6,안동,22.8,0,0,10.9,1003.5,,10.9
3063,637450,6,안동,21.4,0,0,8.2,1007.1,,11
3064,366700,6,안동,15.5,3.5,0,5.1,1006.2,,0.5
3065,528250,6,안동,17.5,0,0,7.3,1009.1,,8.7
3066,792100,6,안동,21.8,0,0,6.3,1010.2,,12.8
3067,692950,6,안동,20.4,0,0,4.5,1004.1,,3.3
3068,475600,6,안동,22.7,0,0,6.9,1004,,10.1
3069,561800,6,안동,25,0,0,8.1,1004.9,,12.1
3070,592450,6,안동,21.5,0,0,5.8,1001.2,,1
3071,517850,6,안동,24.8,0,0,10.1,1000.7,,11.7
3072,500600,6,안동,22.9,5,0,7.9,1003.6,,8.2
3073,776600,6,안동,23,0,0,7.3,1004.6,,8.7
3074,691650,6,안동,25.2,0,0,6,1003.8,,8.1
3075,494500,6,안동,24,0,0,9.9,1002.8,,8.7
3076,533350,6,안동,21.9,0,0,8.8,1003.1,,8.2
3077,501050,6,안동,21.9,0,0,8.7,1004.5,,9.1
3078,527150,6,안동,22,0,0,8.6,1005.9,,9.5
3079,419950,6,안동,19,42,0,5.2,1008.1,,0.2
3080,761850,6,안동,21.4,0.1,0,6.3,1007.7,,10
3081,631400,6,안동,21.7,27.5,0,10.1,1006.4,,9
3082,638750,6,안동,23.2,0,0,8.3,1008.3,,7.8
3083,552950,6,안동,22.9,0,0,6.9,1007.4,,6
3084,433250,6,안동,21.2,8.5,0,7.1,1000.5,,2.1
3085,570250,6,안동,20.6,43,0,5.7,992.7,,0.1
3086,645200,6,안동,22,0,0,5.3,1001.6,,5.3
3087,631550,6,안동,21,0,0,5.1,1008.9,,4.1
3088,658050,6,안동,24.9,0.3,0,5.5,1002.8,,11.8
3089,510600,6,안동,21.5,5.5,0,7.2,994.7,,2.3
3090,620050,7,안동,22.5,1,0,9,993.1,,10.8
3091,575100,7,안동,22.8,0,0,6.4,999.6,,12.4
3092,579150,7,안동,22.9,0,0,7.5,1003.1,,11.3
3093,666500,7,안동,21.1,0,0,7.9,1008,,11.4
3094,753500,7,안동,22,0,0,9,1008.8,,10.3
3095,656650,7,안동,22.4,1,0,6.9,1009.5,,9.1
3096,483250,7,안동,18.6,17.5,0,4.2,1010.8,,0.2
3097,575200,7,안동,19.8,52,0,6.5,1010.5,,0.1
3098,658800,7,안동,21.1,13,0,6.8,1014.2,,0.1
3099,547900,7,안동,23.4,0,0,4.7,1011.7,,7.5
3100,653350,7,안동,25.8,0.4,0,5.8,1007.6,,7.2
3101,704200,7,안동,24.6,7.5,0,8.4,992.5,,0
3102,694300,7,안동,24.8,5.5,0,8.9,991.3,,1.9
3103,724700,7,안동,26.2,0,0,8.8,1000.2,,11.1
3104,634200,7,안동,25,1,0,7.2,1004.8,,8
3105,680800,7,안동,21.9,0,0,9.1,1005.1,,12.8
3106,633900,7,안동,21.6,0,0,5.5,1004.5,,3.1
3107,688950,7,안동,24.2,0,0,5.3,1007.5,,5.6
3108,783400,7,안동,24.9,0,0,7.2,1009.7,,8.1
3109,653650,7,안동,23.5,2,0,6.9,1008.6,,0.5
3110,686200,7,안동,25.3,5.5,0,4.3,1005.5,,4.3
3111,634650,7,안동,26.8,0,0,4.6,1003.9,,7
3112,656400,7,안동,27,0,0,6,1006.4,,4.2
3113,695300,7,안동,27.5,0.1,0,8.1,1003.9,,1.8
3114,773300,7,안동,28.6,0,0,9.8,1004.8,,10.7
3115,837200,7,안동,28.4,0,0,5.4,1005.2,,12.9
3116,907100,7,안동,26.7,0,0,7.3,1006.4,,6.4
3117,669300,7,안동,27.8,0,0,8.1,1005.4,,11.4
3118,687500,7,안동,25.9,17,0,9,1005.8,,1.9
3119,737700,7,안동,28.6,0,0,7.5,1006.1,,10.9
3120,779250,7,안동,29.8,0,0,6.6,1006.8,,12.6
3121,665450,8,안동,28.4,26.5,0,8.4,1007.5,,12.1
3122,813850,8,안동,27.4,0.1,0,6.3,1008.8,,6.7
3123,814750,8,안동,28.6,0,0,6.5,1006.9,,11
3124,797600,8,안동,28.5,0,0,7.2,1004.8,,12.7
3125,827150,8,안동,28.3,0,0,8,1006.3,,12.7
3126,677700,8,안동,29.6,0,0,7.4,1009.3,,12.2
3127,763050,8,안동,29.3,0,0,7.6,1012.5,,12.3
3128,654250,8,안동,25.9,62,0,11.2,1009.8,,7.5
3129,870550,8,안동,25.6,0,0,5.2,1008.4,,5.9
3130,693050,8,안동,26.4,0,0,5.8,1006.9,,6.8
3131,731800,8,안동,25.4,0,0,5.8,1005.7,,1.8
3132,718250,8,안동,22.5,1,0,4.9,1003.3,,1.7
3133,623000,8,안동,24.5,15.5,0,7.2,1002.6,,8.7
3134,697150,8,안동,24.3,0,0,6.5,1004.4,,9
3135,690400,8,안동,25.7,0,0,4.1,1005.9,,8.6
3136,710050,8,안동,23.7,7,0,5.3,1006.1,,4.2
3137,688550,8,안동,24.1,0.1,0,6.6,1006.2,,7.6
3138,559150,8,안동,25,0,0,6.9,1010.9,,10.2
3139,583000,8,안동,23.9,0,0,5.6,1011.5,,2.7
3140,684400,8,안동,23.4,1.5,0,4.3,1007.8,,1.4
3141,601800,8,안동,23.3,3,0,5,1002.1,,5.4
3142,549950,8,안동,24.8,0,0,4.4,1004,,6.6
3143,764300,8,안동,24.7,2.5,0,5.9,1005.6,,6
3144,669650,8,안동,24,1,0,7.4,1005.6,,2.5
3145,462950,8,안동,20.6,32.5,0,6.1,996,,3.2
3146,682800,8,안동,22.2,0,0,6.3,1000.3,,8
3147,649950,8,안동,22.5,0,0,7.5,1005.6,,10.3
3148,483950,8,안동,21.4,8.5,0,6.7,1005.9,,8.7
3149,587550,8,안동,21.8,0,0,3.6,1006.8,,7.2
3150,773900,8,안동,23,0,0,5.4,1008.7,,8.3
3151,600100,8,안동,23.5,0,0,7.9,1010.5,,11.7
3152,514650,9,안동,23.5,0.3,0,6.4,1008.3,,5
3153,537200,9,안동,21.8,2.5,0,5.2,1010.4,,4
3154,645600,9,안동,22.7,0,0,6.9,1007.9,,8.1
3155,558950,9,안동,22.7,0,0,6.9,1010.1,,9.3
3156,589800,9,안동,21.3,4.5,0,4.8,1007.2,,0.1
3157,688900,9,안동,19,2,0,6.2,1004.8,,0.3
3158,671150,9,안동,19.2,0,0,8.3,1010.9,,10.5
3159,783650,9,안동,18.2,0,0,9.4,1014.6,,11.4
3160,860400,9,안동,18.9,0,0,8.1,1012.8,,12
3161,977150,9,안동,19.6,0,0,8.2,1010.6,,12
3162,1008800,9,안동,21.4,0,0,9,1007,,7
3163,965000,9,안동,18.2,2,0,5.5,1007.5,,0.1
3164,1464550,9,안동,17.7,0,0,8,1012.2,,10.1
3165,1534150,9,안동,17.9,0,0,7.8,1020.2,,9.1
3166,1540700,9,안동,17.6,0,0,9.8,1019.8,,11.8
3167,1711100,9,안동,18.1,0,0,9.9,1015.8,,8.1
3168,1792000,9,안동,17.4,0.3,0,6.4,1016.3,,0.7
3169,2035850,9,안동,19.4,0,0,7.3,1014.1,,11
3170,2223650,9,안동,20.1,0,0,5.7,1010.5,,9
3171,2867350,9,안동,20.1,0,0,3.9,1009.6,,7.5
3172,2933550,9,안동,20.7,0,0,7.4,1012.2,,9
3173,3185500,9,안동,20.1,0,0,8.3,1013.9,,9.9
3174,3573100,9,안동,18.9,0,0,4.9,1009.4,,1.1
3175,4068050,9,안동,20.2,0,0,7.3,1005.9,,1.7
3176,4829150,9,안동,19.5,0,0,6.3,1005.8,,5
3181,9904300,9,안동,18.4,0,0,8.4,1017,,1.9
3182,3851550,10,안동,16.3,22.5,0,10.6,993.7,,0
3183,7202500,10,안동,14.8,0,0,11.3,1006.7,,11.1
3184,8763900,10,안동,17.9,0,0,10.7,1015.9,,9.9
3185,11823750,10,안동,16.3,0,0,4.4,1022.3,,8.6
3186,10769450,10,안동,16.5,0,0,4.8,1020.5,,10.6
3187,9662550,10,안동,16.2,0,0,5,1017.8,,8.9
3188,9489900,10,안동,17.2,0,0,5.2,1015.2,,7.6
3189,9108200,10,안동,17.1,0,0,6.3,1008.7,,9.9
3190,9377050,10,안동,15.2,0,0,10.8,1008.8,,8.3
3191,9477400,10,안동,12.5,0.1,0,8.3,1006.8,,9.2
3192,11084600,10,안동,11.1,2.5,0,8.8,1009.7,,6.1
3193,11355450,10,안동,12.5,0.1,0,11.8,1014.5,,10
3194,9219150,10,안동,13.6,0,0,8.7,1017.3,,10.6
3195,9160900,10,안동,14.4,0,0,5.5,1018.2,,10.4
3196,9057350,10,안동,15.2,0,0,4.2,1017.4,,8.1
3197,9080450,10,안동,15.8,0,0,6.8,1017.1,,8.2
3198,9462600,10,안동,15.5,0,0,3.5,1018.2,,6.7
3199,11596150,10,안동,15.4,0,0,4,1017.2,,8.1
3200,10917950,10,안동,15.4,0,0,4.5,1014.7,,7.8
3201,9350400,10,안동,15.9,0,0,7.7,1015.1,,7.1
3202,9167050,10,안동,16.2,0,0,3.9,1016.3,,7
3203,9101350,10,안동,16.3,0,0,8.2,1020.1,,5.4
3204,9239600,10,안동,15.6,0,0,5.9,1016.7,,5.6
3205,9498950,10,안동,15.4,0,0,7.6,1014.9,,5.6
3206,11590250,10,안동,13.8,0,0,7.7,1022.5,,10.1
3207,10673300,10,안동,13.4,0,0,4.3,1015.5,,8.6
3208,8571900,10,안동,11.4,19.5,0,11.4,1007,,3.1
3209,9256600,10,안동,10.1,0,0,10,1016.2,,10
3210,9016900,10,안동,9.8,0,0,9,1019.9,,9.7
3211,8114150,10,안동,6.9,0,0,9,1022.7,,10
3212,8861300,10,안동,4.8,0,0,6,1026.8,,10
3213,11075700,11,안동,4.2,0,0,3.3,1023.3,,1.2
3214,11096150,11,안동,8.7,0,0,10.5,1019.9,,8.9
3215,9441150,11,안동,8.8,0,0,4.1,1025.3,,7.5
3216,9303200,11,안동,9.3,0,0,4.1,1026.2,,7.7
3217,9026250,11,안동,11,0,0,4.9,1022.1,,6.5
3218,8681350,11,안동,11.5,1.5,0,9.8,1025.9,,5.8
3219,8949750,11,안동,11.9,14,0,4,1017.8,,0
3220,13420550,11,안동,12.1,15.5,0,3.4,1016.3,,0
3221,12843800,11,안동,12.1,1.5,0,6.3,1015.1,,1
3222,10352550,11,안동,12.2,0,0,5.1,1019.6,,5.7
3223,9619950,11,안동,11.6,0,0,6.3,1026,,4.8
3224,9605800,11,안동,12.8,3,0,8.9,1029.7,,0.9
3225,8516550,11,안동,11.8,18.5,0,9.9,1014.9,,0
3226,11816800,11,안동,13.4,3,0,3.9,1011.8,,0.2
3227,13844300,11,안동,12.6,0,0,5.7,1016.1,,1.7
3228,10148500,11,안동,11.3,17,0,3,1015,,0.3
3229,11985750,11,안동,13.5,0.2,0,6.4,1015,,0.2
3230,9642000,11,안동,10.2,6.5,0,8.3,1019,,0
3231,11506950,11,안동,9,0.1,0,3.9,1021.9,,0.1
3232,11279900,11,안동,10.2,0,0,5.1,1022,,6
3233,10842200,11,안동,7.8,0.4,0,3.1,1025.6,,0.1
3234,15025550,11,안동,11.6,0,0,6.7,1026.5,,1.2
3235,13023800,11,안동,10.5,7.5,0,4,1021.9,,0
3236,11572900,11,안동,8,0,0,8,1022.9,,1.3
3237,11011350,11,안동,4.5,3,0,8.5,1014.8,,0
3238,10603950,11,안동,0.3,0,0,14.4,1012.4,,5.4
3239,11308850,11,안동,-0.5,0,0,10,1017.1,,7.2
3240,13699650,11,안동,1,0,0,7.2,1028.5,,2.5
3241,16134100,11,안동,3.1,0,0,4,1024.3,,3.2
